"","iso2c","iso3c","country","date","CO2","Y","E_kwh","Y2","MVA","HDI","KOF"
"160","TN","TUN","Tunisia",1999,0.713167301964895,8.69188001096625,9.06505682103906,75.5487781250347,-1.80196725721682,-0.440056552877783,4.04908820493172
"161","TN","TUN","Tunisia",2000,0.755933895572478,8.74649025100415,9.1054043217757,76.5010917109106,-1.81338917384291,-0.429245636773568,4.07226172644657
"162","TN","TUN","Tunisia",2001,0.787626127944514,8.79713740369558,9.19955724244244,77.3896264994998,-1.79875157630918,-0.41855034765682,4.0986680627205
"163","TN","TUN","Tunisia",2002,0.785709798467225,8.8176945940159,9.1794172424633,77.7517379533373,-1.79886647282197,-0.410980288796275,4.09280013442843
"164","TN","TUN","Tunisia",2003,0.767520530980386,8.87558639829533,9.15525304724391,78.7760339136051,-1.82761335980219,-0.401971218853909,4.10636524951143
"165","TN","TUN","Tunisia",2004,0.804983335532659,8.95480197815732,9.16503082343031,80.1884784680102,-1.84662518627782,-0.387134151423441,4.12727318117103
"166","TN","TUN","Tunisia",2005,0.817957218441431,9.01151241096886,9.23763009695358,81.2073559330458,-1.8545484290992,-0.376877651256252,4.14705972417785
"167","TN","TUN","Tunisia",2006,0.847725568051659,9.08376983911345,9.16993172951419,82.5148744899872,-1.82295602396903,-0.366725279792234,4.15502931981077
"168","TN","TUN","Tunisia",2007,0.874434529932306,9.16549289020974,9.0453972122878,84.0062599204854,-1.78141100978243,-0.356674943938732,4.17701525058894
"169","TN","TUN","Tunisia",2008,0.888175442609792,9.21552540642202,9.18144880108628,84.9259085164097,-1.70712639125531,-0.349557476169868,4.18630909513789
"170","TN","TUN","Tunisia",2009,0.879378372011074,9.24071282369772,8.99030423763707,85.3907734900515,-1.77567538019193,-0.34389975245001,4.18367766412192
"171","TN","TUN","Tunisia",2010,0.955311482675671,9.27614112741077,9.00585860136165,86.0467942156415,-1.84998767626892,-0.338273858567841,4.20316010094308
"172","TN","TUN","Tunisia",2011,0.884467038430364,9.26452709136943,8.94622416375104,85.8314622267181,-1.83448852582819,-0.335472736288129,4.19804564361367
